1477264735.052319,0
1477264735.064918,0
1477264735.077638,0
1477264735.091098,0
1477264735.103566,0
1477264735.116092,0
1477264735.128580,0
1477264735.141350,0
1477264735.154133,0
1477264735.166889,0
1477264735.179301,0
1477264735.191694,0
1477264735.204449,0
1477264735.217105,0
1477264735.230221,0
1477264735.243296,0
1477264735.256747,0
1477264735.269651,0
1477264735.282854,0
1477264735.295982,0
1477264735.309320,0
1477264735.322124,0
1477264735.334680,0
1477264735.347088,0
1477264735.359931,0
1477264735.373738,0
1477264735.387128,0
1477264735.400224,0
1477264735.413909,0
1477264735.426720,0
1477264735.439500,0
1477264735.452371,0
1477264735.465179,0
1477264735.477764,0
1477264735.490579,0
1477264735.503564,0
1477264735.516353,0
1477264735.529020,0
1477264735.541733,0
1477264735.557645,0
1477264735.570925,0
1477264735.583623,0
1477264735.596112,0
1477264735.610088,0
1477264735.623552,0
1477264735.636109,0
1477264735.648717,0
1477264735.661424,0
1477264735.674442,0
1477264735.686950,0
1477264735.699745,0
1477264735.712319,0
1477264735.727790,0
1477264735.740432,0
1477264735.753295,0
1477264735.766268,0
1477264735.779024,0
1477264735.791715,0
1477264735.804112,0
1477264735.816782,0
1477264735.829224,0
1477264735.841756,0
1477264735.854619,0
1477264735.867181,0
1477264735.879508,0
1477264735.892040,0
1477264735.904781,0
1477264735.917799,0
1477264735.931376,0
1477264735.944368,0
1477264735.957299,0
1477264735.970343,0
1477264735.983211,0
1477264735.995923,0
1477264736.008726,0
1477264736.021375,0
1477264736.034954,0
1477264736.048574,0
1477264736.064719,0
1477264736.077378,0
1477264736.089819,0
1477264736.102436,0
1477264736.115956,1
1477264736.128340,0
1477264736.140973,0
1477264736.154565,0
1477264736.182690,0
1477264736.195512,0
1477264736.207869,0
1477264736.220347,0
1477264736.232726,0
1477264736.246100,0
1477264736.258518,0
1477264736.270938,0
1477264736.283222,0
1477264736.295282,0
1477264736.307616,0
1477264736.319911,0
1477264736.332064,0
1477264736.344595,0
1477264736.357101,0
1477264736.370518,0
1477264736.384002,0
1477264736.397117,0
1477264736.410207,0
1477264736.423657,0
1477264736.436792,0
1477264736.449434,0
1477264736.462339,0
1477264736.475881,0
1477264736.488586,0
1477264736.501746,0
1477264736.515147,0
1477264736.527891,1
1477264736.540682,0
1477264736.554572,0
1477264736.567743,0
1477264736.580549,0
1477264736.594096,0
1477264736.607037,0
1477264736.619896,0
1477264736.632810,0
1477264736.646220,0
1477264736.659842,0
1477264736.672702,0
1477264736.685760,0
1477264736.698935,0
1477264736.712020,0
1477264736.725421,0
1477264736.738949,0
1477264736.751924,0
1477264736.765258,0
1477264736.779613,0
1477264736.793884,0
1477264736.806609,0
1477264736.819257,0
1477264736.833636,0
1477264736.846352,0
1477264736.858964,0
1477264736.872465,0
1477264736.885205,0
1477264736.897842,0
1477264736.910562,0
1477264736.923228,0
1477264736.935590,0
1477264736.948304,0
1477264736.960988,0
1477264736.974069,0
1477264736.987426,0
1477264737.000325,0
1477264737.013102,0
1477264737.025787,0
1477264737.038316,0
1477264737.051813,0
1477264737.065598,0
1477264737.078230,0
1477264737.090874,0
1477264737.104437,0
1477264737.118063,0
1477264737.131139,0
1477264737.145046,0
1477264737.158074,0
1477264737.184141,0
1477264737.196889,0
1477264737.209654,0
1477264737.222206,0
1477264737.235085,0
1477264737.248504,0
1477264737.261185,0
1477264737.273918,0
1477264737.286419,0
1477264737.298881,0
1477264737.311653,0
1477264737.325246,0
1477264737.338884,0
1477264737.353535,0
1477264737.368153,0
1477264737.385460,0
1477264737.398349,0
1477264737.411174,0
1477264737.424454,0
1477264737.437225,0
1477264737.450608,0
1477264737.464610,0
1477264737.477447,0
1477264737.490265,0
1477264737.503450,0
1477264737.516240,0
1477264737.529725,0
1477264737.542420,0
1477264737.554808,0
1477264737.569194,0
1477264737.581780,0
1477264737.594447,0
1477264737.608533,0
1477264737.621298,0
1477264737.633563,0
1477264737.646099,0
1477264737.658691,0
1477264737.671625,0
1477264737.684316,0
1477264737.698417,0
1477264737.713976,0
1477264737.728075,0
1477264737.745399,0
1477264737.758351,0
1477264737.771152,0
1477264737.784025,0
1477264737.796617,0
1477264737.809543,0
1477264737.822400,0
1477264737.835300,0
1477264737.849154,0
1477264737.862428,0
1477264737.875756,0
1477264737.889433,0
1477264737.902352,0
1477264737.914697,0
1477264737.928862,0
1477264737.941680,0
1477264737.954512,0
1477264737.969061,0
1477264737.981699,0
1477264737.994749,0
1477264738.008008,0
1477264738.020845,0
1477264738.033195,0
1477264738.045821,0
1477264738.058333,0
1477264738.072706,0
1477264738.085482,0
1477264738.098234,0
1477264738.111765,0
1477264738.125244,0
1477264738.138441,0
1477264738.151705,0
1477264738.164734,0
1477264738.185942,0
1477264738.201969,0
1477264738.215150,0
1477264738.227726,0
1477264738.241234,0
1477264738.254253,0
1477264738.267094,0
1477264738.280961,0
1477264738.294270,0
1477264738.307421,0
1477264738.320807,0
1477264738.334147,0
1477264738.371354,0
1477264738.395160,0
1477264738.409926,0
1477264738.425500,0
1477264738.437632,0
1477264738.450756,0
1477264738.464598,0
1477264738.477904,0
1477264738.490735,0
1477264738.503572,0
1477264738.516026,0
1477264738.528201,0
1477264738.540580,0
1477264738.552997,0
1477264738.565951,0
1477264738.579036,0
1477264738.591874,0
1477264738.604757,0
1477264738.617486,0
1477264738.630146,0
1477264738.643689,0
1477264738.657263,0
1477264738.670824,0
1477264738.684138,0
1477264738.697657,0
1477264738.710885,0
1477264738.723891,0
1477264738.737056,0
1477264738.750123,0
1477264738.763985,0
1477264738.776833,0
1477264738.789626,0
1477264738.802734,0
1477264738.816080,0
1477264738.828835,0
1477264738.841691,0
1477264738.854996,0
1477264738.867965,0
1477264738.880646,0
1477264738.893830,0
1477264738.906676,0
1477264738.919473,0
1477264738.932000,0
1477264738.946616,0
1477264738.959370,0
1477264738.972113,0
1477264738.984797,0
1477264738.998479,0
1477264739.011251,0
1477264739.023913,0
1477264739.036420,0
1477264739.049312,0
1477264739.061918,0
1477264739.074821,0
1477264739.087160,0
1477264739.099854,0
1477264739.112320,0
1477264739.124895,0
1477264739.137701,0
1477264739.150728,0
1477264739.163877,0
1477264739.193804,0
1477264739.207416,0
1477264739.220785,0
1477264739.233641,0
1477264739.246803,0
1477264739.259695,0
1477264739.272499,0
1477264739.285489,0
1477264739.298079,0
1477264739.311230,0
1477264739.325098,0
1477264739.338159,0
1477264739.351659,0
1477264739.364680,0
1477264739.377673,0
1477264739.390987,0
1477264739.403870,0
1477264739.416876,0
1477264739.430011,0
1477264739.445791,0
1477264739.463509,0
1477264739.478029,0
1477264739.491179,0
1477264739.505342,0
1477264739.518041,0
1477264739.530565,0
1477264739.542950,0
