20160822213204,10.0.0.2,34518,10.0.0.1,5001,3,0.0-1.0,8257536,66060288
20160822213205,10.0.0.2,34518,10.0.0.1,5001,3,1.0-2.0,6291456,50331648
20160822213206,10.0.0.2,34518,10.0.0.1,5001,3,2.0-3.0,7602176,60817408
20160822213207,10.0.0.2,34518,10.0.0.1,5001,3,3.0-4.0,5505024,44040192
20160822213208,10.0.0.2,34518,10.0.0.1,5001,3,4.0-5.0,5505024,44040192
20160822213209,10.0.0.2,34518,10.0.0.1,5001,3,5.0-6.0,5373952,42991616
20160822213210,10.0.0.2,34518,10.0.0.1,5001,3,6.0-7.0,5505024,44040192
20160822213211,10.0.0.2,34518,10.0.0.1,5001,3,7.0-8.0,5636096,45088768
20160822213212,10.0.0.2,34518,10.0.0.1,5001,3,8.0-9.0,5505024,44040192
20160822213213,10.0.0.2,34518,10.0.0.1,5001,3,9.0-10.0,5373952,42991616
20160822213214,10.0.0.2,34518,10.0.0.1,5001,3,10.0-11.0,8388608,67108864
20160822213216,10.0.0.2,34518,10.0.0.1,5001,3,11.0-12.0,5373952,42991616
20160822213216,10.0.0.2,34518,10.0.0.1,5001,3,12.0-13.0,2752512,22020096
20160822213217,10.0.0.2,34518,10.0.0.1,5001,3,13.0-14.0,5373952,42991616
20160822213218,10.0.0.2,34518,10.0.0.1,5001,3,14.0-15.0,8388608,67108864
20160822213219,10.0.0.2,34518,10.0.0.1,5001,3,15.0-16.0,2752512,22020096
20160822213220,10.0.0.2,34518,10.0.0.1,5001,3,16.0-17.0,5111808,40894464
20160822213221,10.0.0.2,34518,10.0.0.1,5001,3,17.0-18.0,5505024,44040192
20160822213222,10.0.0.2,34518,10.0.0.1,5001,3,18.0-19.0,5636096,45088768
20160822213223,10.0.0.2,34518,10.0.0.1,5001,3,19.0-20.0,5505024,44040192
20160822213224,10.0.0.2,34518,10.0.0.1,5001,3,20.0-21.0,5505024,44040192
20160822213225,10.0.0.2,34518,10.0.0.1,5001,3,21.0-22.0,5505024,44040192
20160822213226,10.0.0.2,34518,10.0.0.1,5001,3,22.0-23.0,5505024,44040192
20160822213227,10.0.0.2,34518,10.0.0.1,5001,3,23.0-24.0,5505024,44040192
20160822213228,10.0.0.2,34518,10.0.0.1,5001,3,24.0-25.0,5636096,45088768
20160822213229,10.0.0.2,34518,10.0.0.1,5001,3,25.0-26.0,5636096,45088768
20160822213230,10.0.0.2,34518,10.0.0.1,5001,3,26.0-27.0,5636096,45088768
20160822213231,10.0.0.2,34518,10.0.0.1,5001,3,27.0-28.0,8257536,66060288
20160822213232,10.0.0.2,34518,10.0.0.1,5001,3,28.0-29.0,5373952,42991616
20160822213233,10.0.0.2,34518,10.0.0.1,5001,3,29.0-30.0,5505024,44040192
20160822213234,10.0.0.2,34518,10.0.0.1,5001,3,30.0-31.0,5636096,45088768
20160822213235,10.0.0.2,34518,10.0.0.1,5001,3,31.0-32.0,5505024,44040192
20160822213236,10.0.0.2,34518,10.0.0.1,5001,3,32.0-33.0,5505024,44040192
20160822213237,10.0.0.2,34518,10.0.0.1,5001,3,33.0-34.0,5505024,44040192
20160822213238,10.0.0.2,34518,10.0.0.1,5001,3,34.0-35.0,5636096,45088768
20160822213239,10.0.0.2,34518,10.0.0.1,5001,3,35.0-36.0,8388608,67108864
20160822213240,10.0.0.2,34518,10.0.0.1,5001,3,36.0-37.0,5636096,45088768
20160822213241,10.0.0.2,34518,10.0.0.1,5001,3,37.0-38.0,5505024,44040192
20160822213242,10.0.0.2,34518,10.0.0.1,5001,3,38.0-39.0,5636096,45088768
20160822213243,10.0.0.2,34518,10.0.0.1,5001,3,39.0-40.0,5636096,45088768
20160822213244,10.0.0.2,34518,10.0.0.1,5001,3,40.0-41.0,5505024,44040192
20160822213245,10.0.0.2,34518,10.0.0.1,5001,3,41.0-42.0,5505024,44040192
20160822213246,10.0.0.2,34518,10.0.0.1,5001,3,42.0-43.0,5636096,45088768
20160822213247,10.0.0.2,34518,10.0.0.1,5001,3,43.0-44.0,5636096,45088768
20160822213248,10.0.0.2,34518,10.0.0.1,5001,3,44.0-45.0,5373952,42991616
20160822213250,10.0.0.2,34518,10.0.0.1,5001,3,45.0-46.0,8388608,67108864
20160822213250,10.0.0.2,34518,10.0.0.1,5001,3,46.0-47.0,2752512,22020096
20160822213251,10.0.0.2,34518,10.0.0.1,5001,3,47.0-48.0,5242880,41943040
20160822213252,10.0.0.2,34518,10.0.0.1,5001,3,48.0-49.0,5505024,44040192
20160822213253,10.0.0.2,34518,10.0.0.1,5001,3,49.0-50.0,5505024,44040192
20160822213254,10.0.0.2,34518,10.0.0.1,5001,3,50.0-51.0,5505024,44040192
20160822213255,10.0.0.2,34518,10.0.0.1,5001,3,51.0-52.0,5636096,45088768
20160822213256,10.0.0.2,34518,10.0.0.1,5001,3,52.0-53.0,5636096,45088768
20160822213257,10.0.0.2,34518,10.0.0.1,5001,3,53.0-54.0,5505024,44040192
20160822213258,10.0.0.2,34518,10.0.0.1,5001,3,54.0-55.0,5636096,45088768
20160822213259,10.0.0.2,34518,10.0.0.1,5001,3,55.0-56.0,8257536,66060288
20160822213300,10.0.0.2,34518,10.0.0.1,5001,3,56.0-57.0,5505024,44040192
20160822213301,10.0.0.2,34518,10.0.0.1,5001,3,57.0-58.0,5636096,45088768
20160822213302,10.0.0.2,34518,10.0.0.1,5001,3,58.0-59.0,5636096,45088768
20160822213303,10.0.0.2,34518,10.0.0.1,5001,3,59.0-60.0,5505024,44040192
20160822213303,10.0.0.2,34518,10.0.0.1,5001,3,0.0-60.2,345636864,45919452
