20160822200443,10.0.0.2,56091,10.0.0.1,5001,3,0.0-1.0,1572864,12582912
20160822200444,10.0.0.2,56091,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20160822200445,10.0.0.2,56091,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20160822200446,10.0.0.2,56091,10.0.0.1,5001,3,3.0-4.0,1441792,11534336
20160822200447,10.0.0.2,56091,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20160822200448,10.0.0.2,56091,10.0.0.1,5001,3,5.0-6.0,1572864,12582912
20160822200449,10.0.0.2,56091,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20160822200450,10.0.0.2,56091,10.0.0.1,5001,3,7.0-8.0,1310720,10485760
20160822200451,10.0.0.2,56091,10.0.0.1,5001,3,8.0-9.0,1441792,11534336
20160822200452,10.0.0.2,56091,10.0.0.1,5001,3,9.0-10.0,1703936,13631488
20160822200453,10.0.0.2,56091,10.0.0.1,5001,3,10.0-11.0,1048576,8388608
20160822200454,10.0.0.2,56091,10.0.0.1,5001,3,11.0-12.0,917504,7340032
20160822200455,10.0.0.2,56091,10.0.0.1,5001,3,12.0-13.0,1835008,14680064
20160822200456,10.0.0.2,56091,10.0.0.1,5001,3,13.0-14.0,1048576,8388608
20160822200457,10.0.0.2,56091,10.0.0.1,5001,3,14.0-15.0,917504,7340032
20160822200458,10.0.0.2,56091,10.0.0.1,5001,3,15.0-16.0,917504,7340032
20160822200459,10.0.0.2,56091,10.0.0.1,5001,3,16.0-17.0,1966080,15728640
20160822200500,10.0.0.2,56091,10.0.0.1,5001,3,17.0-18.0,917504,7340032
20160822200501,10.0.0.2,56091,10.0.0.1,5001,3,18.0-19.0,917504,7340032
20160822200502,10.0.0.2,56091,10.0.0.1,5001,3,19.0-20.0,917504,7340032
20160822200503,10.0.0.2,56091,10.0.0.1,5001,3,20.0-21.0,1966080,15728640
20160822200504,10.0.0.2,56091,10.0.0.1,5001,3,21.0-22.0,917504,7340032
20160822200505,10.0.0.2,56091,10.0.0.1,5001,3,22.0-23.0,1048576,8388608
20160822200506,10.0.0.2,56091,10.0.0.1,5001,3,23.0-24.0,917504,7340032
20160822200507,10.0.0.2,56091,10.0.0.1,5001,3,24.0-25.0,1835008,14680064
20160822200508,10.0.0.2,56091,10.0.0.1,5001,3,25.0-26.0,1048576,8388608
20160822200509,10.0.0.2,56091,10.0.0.1,5001,3,26.0-27.0,917504,7340032
20160822200510,10.0.0.2,56091,10.0.0.1,5001,3,27.0-28.0,917504,7340032
20160822200511,10.0.0.2,56091,10.0.0.1,5001,3,28.0-29.0,1966080,15728640
20160822200512,10.0.0.2,56091,10.0.0.1,5001,3,29.0-30.0,917504,7340032
20160822200513,10.0.0.2,56091,10.0.0.1,5001,3,30.0-31.0,1048576,8388608
20160822200514,10.0.0.2,56091,10.0.0.1,5001,3,31.0-32.0,917504,7340032
20160822200515,10.0.0.2,56091,10.0.0.1,5001,3,32.0-33.0,1966080,15728640
20160822200516,10.0.0.2,56091,10.0.0.1,5001,3,33.0-34.0,917504,7340032
20160822200517,10.0.0.2,56091,10.0.0.1,5001,3,34.0-35.0,917504,7340032
20160822200518,10.0.0.2,56091,10.0.0.1,5001,3,35.0-36.0,1048576,8388608
20160822200519,10.0.0.2,56091,10.0.0.1,5001,3,36.0-37.0,1835008,14680064
20160822200520,10.0.0.2,56091,10.0.0.1,5001,3,37.0-38.0,1048576,8388608
20160822200521,10.0.0.2,56091,10.0.0.1,5001,3,38.0-39.0,917504,7340032
20160822200522,10.0.0.2,56091,10.0.0.1,5001,3,39.0-40.0,917504,7340032
20160822200523,10.0.0.2,56091,10.0.0.1,5001,3,40.0-41.0,1048576,8388608
20160822200524,10.0.0.2,56091,10.0.0.1,5001,3,41.0-42.0,1966080,15728640
20160822200525,10.0.0.2,56091,10.0.0.1,5001,3,42.0-43.0,917504,7340032
20160822200526,10.0.0.2,56091,10.0.0.1,5001,3,43.0-44.0,917504,7340032
20160822200527,10.0.0.2,56091,10.0.0.1,5001,3,44.0-45.0,1048576,8388608
20160822200528,10.0.0.2,56091,10.0.0.1,5001,3,45.0-46.0,1966080,15728640
20160822200529,10.0.0.2,56091,10.0.0.1,5001,3,46.0-47.0,917504,7340032
20160822200530,10.0.0.2,56091,10.0.0.1,5001,3,47.0-48.0,917504,7340032
20160822200531,10.0.0.2,56091,10.0.0.1,5001,3,48.0-49.0,1048576,8388608
20160822200532,10.0.0.2,56091,10.0.0.1,5001,3,49.0-50.0,917504,7340032
20160822200533,10.0.0.2,56091,10.0.0.1,5001,3,50.0-51.0,1966080,15728640
20160822200534,10.0.0.2,56091,10.0.0.1,5001,3,51.0-52.0,917504,7340032
20160822200535,10.0.0.2,56091,10.0.0.1,5001,3,52.0-53.0,1048576,8388608
20160822200536,10.0.0.2,56091,10.0.0.1,5001,3,53.0-54.0,917504,7340032
20160822200537,10.0.0.2,56091,10.0.0.1,5001,3,54.0-55.0,1048576,8388608
20160822200538,10.0.0.2,56091,10.0.0.1,5001,3,55.0-56.0,1835008,14680064
20160822200539,10.0.0.2,56091,10.0.0.1,5001,3,56.0-57.0,1048576,8388608
20160822200540,10.0.0.2,56091,10.0.0.1,5001,3,57.0-58.0,917504,7340032
20160822200541,10.0.0.2,56091,10.0.0.1,5001,3,58.0-59.0,1048576,8388608
20160822200542,10.0.0.2,56091,10.0.0.1,5001,3,59.0-60.0,1966080,15728640
20160822200542,10.0.0.2,56091,10.0.0.1,5001,3,0.0-60.8,74186752,9763237
